TAP_service,table_name,objects,description
VizieR,VIII/34/catalog,60,"Parkes Half-Jansky Flat-Spectrum Sample (Table 5 of the paper) ( Drinkwater M.J., Webster R.L., Francis P.J., Condon J.J., Ellison S.L., Jauncey D.L., Lovell J., Peterson B.A., Savage A.)"
VizieR,J/ApJ/760/128/sources,60,"Ly{alpha} emission and best-fit model  SED parameters ( Mallery R.P., Mobasher B., Capak P., Kakazu Y., Masters D., Ilbert O., Hemmati S., Scarlata C., Salvato M., McCracken H., Lefevre O., Scoville N.)"
VizieR,J/ApJS/185/32/fits,60,"Light curve fits in MLCS2K2 (table10) and SALT-II (table14) models ( Kessler R., Becker A.C., Cinabro D., et al.)"
VizieR,J/AJ/127/646/table5,60,"All Galaxies with Secure Redshifts ( Francis P.J., Nelson B.O., Cutri R.M.)"
VizieR,J/PASJ/74/239/table1,60,"Radio sources of our sample ( Xiao H., Zhu J., Fu L., Zhang S., Fan J.)"
VizieR,J/ApJ/777/168/troughs,59,"CIV- (table2) and SiIV- (table3) BAL troughs ( Filiz Ak N., Brandt W.N., Hall P.B., Schneider D.P., Anderson S.F., Hamann F., Lundgren B.F., Myers A.D., Paris I., Petitjean P., Ross N.P., Shen Y., York D.)"
VizieR,J/AJ/107/1245/table5,59,"Transit grism line detections ( Schneider D.P., Schmidt M., Gunn J.E.)"
VizieR,J/MNRAS/444/1747/table1,58,"The CaII absorbers from SDSS-DR9 ( Sardane G.M., Turnshek D.A., Rao S.M.)"
VizieR,J/A+A/647/A152/tableb1,58,"kinematic and morphological parameters ( Abril-Melgarejo V., Epinat B., Mercier W., Contini T., Boogaard L.A., Brinchmann J., Finley H., Michel-Dansac L., Ventou E., Amram P., Krajnovic D., Mahler G., Pineda J.C.B., Richard J.)"
VizieR,J/AJ/130/2043/galaxies,58,"Combined table from original tables ( Patton D.R., Grant J.K., Simard L., Pritchet C.J., Carlberg R.G., Borne K.D.)"
VizieR,J/ApJS/170/95/table4,58,"The Centaurus catalog ( Chiboucas K., Mateo M.)"
VizieR,J/MNRAS/478/3721/tablea4,58,"SED-fitting results for the comparison sample of star formation galaxies ( Stanley F., Harrison C.M., Alexander D.M., Simpson J., Knudsen K.K., Mullaney J.R., Rosario D.J., Scholtz J.)"
VizieR,J/ApJ/878/66/table2,58,"Redshift catalog ( Connor T., Kelson D.D., Blanc G.A., Boutsia K.)"
VizieR,J/ApJ/668/853/table3,57,"*NB912-selected USEL Sample ( Kakazu Y., Cowie L.L., Hu E.M.)"
VizieR,J/A+A/409/439/tablea,56,"Redshifts obtained in the 10 fields ( Olsen L.F., Hansen L., Jorgensen H.E., Benoist C., da Costa L., Scodeggio M.)"
VizieR,J/ApJ/661/1119/table2,56,"Low-mass pre-main sequence members in our 25 Orionis and Ori OB1b Hectochelle fields ( Briceno C., Hartmann L., Hernandez J., Calvet N., Vivas A.K., Furesz G., Szentgyorgyi A.)"
VizieR,J/ApJ/908/83/table1,56,"Joint KW/Swift-BAT sample ( Tsvetkova A., Frederiks D., Svinkin D., Aptekar R., Cline T.L., Golenetskii S., Hurley K., Lysenko A., Ridnaia A., Ulanov M.)"
VizieR,IX/49/xxl1000a,56,"The XXL_1000_AGN catalogue ( Pierre M., Pacaud F., Adami C., et al.)"
VizieR,J/A+A/646/A83/a2744,56,"Spectroscopic catalog for Abell 2744 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/ApJ/718/587/table4,56,"The Fermi-AT20G catalog ( Mahony E.K., Sadler E.M., Murphy T., Ekers R.D., Edwards P.G., Massardi M.)"
VizieR,J/A+A/608/A95/tablea1,55,"List of SB2 candidates in the field ordered by right ascension ( Merle T., Van Eck S., Jorissen A., et al.)"
VizieR,J/A+A/602/A100/table1,55,"Catalog of galaxies ( Tempel E., Tuvikene T., Kipper R., Libeskind N.I.)"
HEASARC,xmmcosmagn,55,XMM-COSMOS Catalog of X-Ray Selected Type 1 AGN
VizieR,J/A+A/573/A129/hevic350,55,"Catalog of point sources selected at 350um ( Pappalardo C., Bendo G.J., Bianchi S., et al.)"
VizieR,J/MNRAS/406/2578/tablea1,54,"New redshifts of galaxies near S1189 ( Mao M.Y., Sharp R., Saikia D.J., Norris R.P., Johnston-Hollitt M., Middelberg E., Lovell J.E.J.)"
VizieR,J/ApJ/738/162/table3,54,"SDSS-II z_host_-Ia Candidates ( Sako M., Bassett B., Connolly B., Dilday B., Cambell H., Frieman J.A., Gladney L., Kessler R., Lampeitl H., Marriner J., Miquel R., Nichol R.C., Schneider D.P., Smith M., Sollerman J.)"
VizieR,J/MNRAS/349/1069/table1,54,"Hipparcos astrometric and radial velocity data ( Karatas Y., Bilir S., Eker Z., Demircan O.)"
VizieR,J/MNRAS/470/95/macs2129,54,"MACS J2129+0005 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/A+A/525/A157/catalog,54,"Automated probabilistic morphological classification of SDSS DR7 catalog ( Huertas-Company M., Aguerri J.A.L., Bernardi M., Mei S., Sanchez Almeida J.)"
VizieR,J/A+A/643/A149/cj0515,54,"LAE candidates DR1, in narrow-band J0515 ( Spinoso D., Orsi A., Lopez-Sanjuan C., et al.)"
VizieR,J/AJ/118/1131/table6,54,"Additional radial velocities ( Willmer C.N.A., Maia M.A.G., Mendes S.O., Alonso M.V., Rios L.A., Chaves O.L., De Mello D.F.)"
VizieR,J/A+A/636/A36/tablea1,53,"Absolute radial velocities ( Lafarga M., Ribas I., Lovis C., et al.)"
VizieR,II/333/snlist,53,"Confirmed SDSS-II Supernovae (Version 21-Oct-2014) ( Sako M., Bassett B., Becker A.C., et al.)"
VizieR,J/A+A/495/691/bzcat4,53,"Multi-frequency catalogue of blazars (Roma-BZCAT) Version 4.1.1 (2012-August) ( Massaro E., Giommi P., Leto C., Marchegiani P., Maselli A., Perri M., Piranomonte S., Sclavi S.)"
VizieR,J/ApJ/801/97/table2,53,"Magellan/IMACS Redshift Catalog ( Santini P., Ferguson H.C., Fontana A., et al.)"
VizieR,J/ApJ/787/24/table4,53,"The Structural Parameters of True Edge-on Galaxies from the 1-D Analysis ( Bizyaev D.V., Kautsch S.J., Mosenkov A.V., Reshetnikov V.P., Sotnikova N.YA., Yablokova N.V., Hillyer R.W.)"
VizieR,J/ApJS/239/22/table2,53,"Spectral measurements for Subaru/FMOS H{alpha} and H{beta} sample ( Schulze A., Silverman J.D., Kashino D., Akiyama M., Schramm M., Sanders D., Kartaltepe J., Daddi E., Rodighiero G., Renzini A., Arimoto N., Nagao T., Puglisi A., Trakhtenbrot B., Civano F., Suh H.)"
VizieR,J/A+A/539/A80/lrgadap,53,"Luminous Red Galaxy (LRG) sample adaptive threshold catalog ( Liivamagi L.J., Tempel E., Saar E.)"
VizieR,J/ApJS/195/2/bat2,52,"Second Swift BAT GRB catalog ( Sakamoto T., Barthelmy S.D., Baumgartner W.H., Cummings J.R., Fenimore E.E., Gehrels N., Krimm H.A., Markwardt C.B., Palmer D.M., Parsons A.M., Sato G., Stamatikos M., Tueller J., Ukwatta T.N., Zhang B.)"
VizieR,J/A+A/359/865/table4,52,"Compact ISOPHOT Serendipity Sources with associated galaxies ( Stickel M., Lemke D., Klaas U., Beichman C.A., Rowan-Robinson M., Efstathiou A., Bogun S., Kessler M.F., Richter G.)"
VizieR,J/A+A/666/L9/muse,52,"MUSE redshift catalogue (table A1) ( Caminha G.B., Suyu S.H., Mercurio A., Brammer G., Bergamini P., Acebron A., Vanzella E.)"
HEASARC,rosatrqq,52,ROSAT Radio-Quiet Quasars Catalog
VizieR,J/AJ/143/7/table5,52,"WISE-DEIMOS redshift catalog ( Lake S.E., Wright E.L., Petty S., Assef R.J., Jarrett T.H., Stanford S.A., Stern D., Tsai C.-W.)"
VizieR,J/A+A/646/A83/mc329,52,"Spectroscopic catalog for MACS J0329.6-0211 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/ApJS/150/181/table2,51,"Measured Redshifts ( Eracleous M., Halpern J.P.)"
VizieR,IX/32/rosat,51,"The ROSAT Bright Survey (RBS) catalogue ( Fischer J.-U., Hasinger G., Schwope A.D., Brunner H., Boller T., Trumper J., Voges W., Neizvestny S., Schwarz R., Ugryumov A., Belage Yu.)"
VizieR,J/A+A/658/A159/table1,51,"Radial velocities of 126 member galaxies of A780 ( Girardi M., Boschin W., Nonino M., Innocentin C., De Grandi S.)"
VizieR,J/PASJ/61/177/results,50,"Results of observations at 15{mu}m ( Burgarella D., Buat V., Takeuchi T.T., Wada T., Pearson C.)"
VizieR,J/ApJS/202/2/table2,50,"Radio source catalog ( Wold I.G.B., Owen F.N., Wang W.-H., Barger A.J., Keenan R.C.)"
VizieR,J/A+A/579/A4/table2,50,"Spectral classification of 412 member galaxies of MACS 1206.2-0847 ( Girardi M., Mercurio A., Balestra I., et al.)"
VizieR,J/A+A/605/A89/tablea2,50,"Abundance ratios and uncertainties, stellar parameters, radial velocities, stellar ages, masses, photometry, and more ( Bensby T., Feltzing S., Gould A., et al.)"
VizieR,J/ApJS/240/31/table4,50,"The subdwarf catalog ( Zhang S., Luo A.-L., Comte G., Gizis J.E., Wang R., Li Y., Qin Li, Kong X., Bai Y., Yi Z.)"
VizieR,J/A+A/398/479/table2,50,"Current census of the Local Volume galaxies with 1.0<D<5.5Mpc. ( Karachentsev I.D., Makarov D.I., Sharina M.E., Dolphin A.E., Grebel E.K., Geisler D., Guhathakurta P., Hodge P.W., Karachentseva V.E., Sarajedini A., Seitzer P.)"
VizieR,J/MNRAS/269/151/table3,50,"Redshifts for galaxies in clusters observed using a single slit ( Dalton G.B., Efstathiou G., Maddox S.J., Sutherland W.J.)"
VizieR,J/A+A/618/A157/tabled1,50,"Table of compact groups ( Diaz-Gimenez E., Zandivarez A., Taverna A.)"
HEASARC,sdsss82cxo,49,Sloan Digital Sky Survey Stripe 82 Chandra Source Match Catalog
VizieR,J/ApJS/192/2/catalog,49,"Candidate companions for candidate  primaries within 25pc   between 25 and 50pc  or between 50 and 100pc ( Shaya E.J., Olling R.P.)"
VizieR,J/A+AS/30/261/catalog,49,"Catalogue ( Ardeberg A., Maurice E.)"
VizieR,J/MNRAS/251/482/table6,49,"The QSO catalogue ( Boyle B.J., Jones L.R., Shanks T.)"
VizieR,J/ApJS/234/5/zspcat,49,"The spectroscopic redshift catalog of LAMOST Complete Spectroscopic Survey of Pointing Area (LaCoSSPAr) (tables 2 and 3) ( Yang M., Wu H., Yang F., et al.)"
VizieR,J/ApJS/214/24/3dhstall,48,"*3D-HST+CANDELS all fields master catalog (3dhst_master.phot.v4.1) ( Skelton R.E., Whitaker K.E., Momcheva I.G., et al.)"
VizieR,J/ApJ/668/853/table2,48,"*NB816-selected USEL Sample ( Kakazu Y., Cowie L.L., Hu E.M.)"
VizieR,III/144/catalog,48,"The catalog ordered by B1950.0 right ascension ( Fouts G., Sandage A.)"
VizieR,J/A+A/615/A17/table1,48,"Names, coordinates, Vmag, RV ( Carretta E., Bragaglia A., Lucatello S., Gratton R.G., D'Orazi V, Sollima A.)"
VizieR,J/A+A/631/A87/major,48,"Major close pairs of galaxies (table B3) ( Ventou E., Contini T., Bouche N., Epinat E., Brinchmann J., Inami H., Richard J., Schroetter I., Soucail G., Steinmetz M., Weilbacher P.)"
HEASARC,chandfs7ms,48,Chandra Deep Field-South 7-Megasecond X-Ray Source Catalog
VizieR,J/A+A/624/A141/photid,47,"Identification of photometrically selected objects brighter than 24th magnitude ( Urrutia T., Wisotzki L., Kerutt J., et al.)"
VizieR,J/A+A/603/A81/sample,47,"Carina member identifications (table 1) and properties (table 2) ( Damiani F., Klutsch A., Jeffries R.D., et al.)"
VizieR,J/ApJ/896/95/seyfert,47,"Narrow-line (Table 3) and broad-line (Table 4) X-ray spectral analysis of the Seyfert 1 galaxies ( Ojha V., Chand H., Dewangan G.C., Rakshit S.)"
VizieR,J/ApJ/817/172/xmmao13,47,"XMM AO13 matched catalog ( LaMassa S.M., Urry C.M., Cappelluti N., et al.)"
VizieR,J/ApJ/636/610/table1,46,"The MgII sample ( Rao S.M., Turnshek D.A., Nestor D.B.)"
VizieR,J/ApJ/836/174/gps,46,"The sources from the GPS (sources that have a peak above 843MHz) ( Callingham J.R., Ekers R.D., Gaensler B.M., et al.)"
VizieR,J/A+AS/136/35/table1,45,"List of WR galaxies (all WR populations outside Local Group) ( Schaerer D., Contini T., Pindao M.)"
VizieR,J/A+A/633/A104/table,45,"Structural parameters of 1044 WINGS cluster galaxies ( Psychogyios A., Vika M., Charmandaris V., Bamford S., Fasano G., Haeussler B., Moretti A., Poggianti B., Vulcani B.)"
VizieR,J/ApJS/171/29/table13,44,"Damped Ly{alpha} (DLA) Metal Summary ( Prochaska J.X., Wolfe A.M., Howk J.C., Gawiser E., Burles S.M., Cooke J.)"
VizieR,J/A+A/466/41/opt,44,"Optical properties of candidate counterparts of X-ray sources (table8 and tableb2 of the paper) ( Krumpe M., Lamer G., Schwope A.D., Wagner S., Zamorani G., Mignoli M., Staubert R., Wisotzki L., Hasinger G)"
VizieR,J/A+AS/93/121/table4,44,"Detected and undetected sources ( Nyman L.A., Booth R.S., Carlstroem U., Habing H.J., Heske A., Sahai R., Stark R., van der Veen W.E.C.J., Winnberg A.)"
VizieR,J/ApJ/836/174/pkfreq,43,"The peaked-spectrum sources in the high and low frequency samples (sources with a spectral peak between 72MHz and 1.4GHz) ( Callingham J.R., Ekers R.D., Gaensler B.M., et al.)"
VizieR,J/other/AstBu/71.270/table1,43,"The UGC isolated galaxy pair catalog ( Chamaraux P., Nottale L.)"
VizieR,J/ApJ/852/1/table2,43,"*Fermi/GBM sGRB sample ( Zhang G.Q., Wang F.Y.)"
VizieR,J/MNRAS/466/2006/phxcat,43,"The catalogue ( Kacharov N., Battaglia G., Rejkuba M., Cole A.A., Carrera R., Fraternali F., Wilkinson M.I., Gallart C.G., Irwin M., Tolstoy E.)"
HEASARC,athdfsoid,43,Australia Telescope Hubble Deep Field-South Optical Identificati
VizieR,J/AJ/120/1/tables,43,"Data for the line-of-sight (tables 6-15) ( Adami C., Holden B.P., Castander F.J., Nichol R.C., Mazure A., Ulmer M.P., Postman M., Lubin L.M.)"
VizieR,J/MNRAS/440/1248/dim2bt,43,"BasicType voids from dim2 in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/MNRAS/460/3669/table2,43,"The optical and radio parameters for 7138 radio BCGs ( Yuan Z.S., Han J.L., Wen Z.L.)"
VizieR,J/other/RAA/12.1381/table2,43,"Catalog of 238 spectroscopically confirmed member galaxies in A119 ( Tian J.-T., Yuan Q.-R., Zhou X., Jiang Z.-J., Ma J., Wu J.-H., Wu Z.-Y., Fan Z., Zhang T.-M., Zou H.)"
VizieR,J/MNRAS/477/5625/sample,42,"QSOs redshifts, Ly{alpha} integrated flux (table 1) and rst EWs of CII {lambda}1334, SiII {lambda}1526, AlII {lambda}1670, and FeII {lambda}2344 transitions (table 2) ( Fathivavsari H., Petitjean P., Jamialahmadi N., Khosroshahi H.G., Rahmani H., Finley H., Noterdaeme P., Paris I., Srianand R.)"
VizieR,J/A+A/488/417/catalog,42,"Multiband catalog ( Feruglio C., Fiore F., La Franca F., Sacchi N., Puccetti S., Comastri A., Berta S., Gruppioni C., Mathur S, Matute I., Mignoli M., Vignali C., Zamorani G.)"
VizieR,J/ApJ/822/42/sfgal,42,"Star-forming galaxy observation log, emission line measurements, SFR and ionizing gas properties (tables 1, 2, 3 and 5) ( Onodera M., Carollo C.M., Lilly S., Renzini A., Arimoto N., Capak P., Daddi E., Scoville N., Tacchella S., Tatehora S., Zamorani G.)"
VizieR,J/A+A/327/952/table5c,42,"Reobserved redshifts for Centaurus cluster members ( Stein P., Jerjen H., Federspiel M.)"
VizieR,J/MNRAS/328/45/binaries,42,"Spectroscopic binaries (paper II, in press) ( Montes D., Lopez-Santiago J., Galvez M.C., Fernandez-Figueroa M.J., De Castro E., Cornide M.)"
HEASARC,swsdssqso,42,"Swift Simultaneous UV, Optical, and X-Ray Observed Quasar Catalo"
VizieR,J/A+A/437/883/catalog,41,"K20 redshift survey results: CDFS and QSO 0055-2659 fields ( Mignoli M., Cimatti A., Zamorani G., Pozzetti L., Daddi E., Renzini A., Broadhurst T., Cristiani S., D'Odorico S., Fontana A., Giallongo E., Gilmozzi R., Menci N., Saracco P.)"
VizieR,J/A+A/614/A134/tablea3,41,"Catalog of redshifts and identifications of the non-SN Ia objects measured in MOS mode at the VLT during the SNLS survey ( Balland C., Cellier-Holzem F., Lidman C., et al.)"
VizieR,J/MNRAS/440/1248/bri1bt,41,"BasicType voids from bright1 in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/MNRAS/393/538/table3,41,"Spectroscopy results ( Jeffries R.D., Naylor T., Walter F.M., Pozzo M.P., Devey C.R.)"
VizieR,J/MNRAS/281/799/table34,41,"The sample of the 283 X-ray-brightest Abell-type clusters ( Ebeling H., Voges W., Bohringer H., Edge A.C., Huchra J.P., Briel U.G.)"
VizieR,J/AJ/112/1803/table2,41,"The Galactic Plane Survey [B(0)>=15.5] ( Marzke R.O., Huchra J.P., Geller M.J.)"
VizieR,J/ApJ/682/964/table4,41,"SLACS HST-ACS target observational data ( Bolton A.S., Burles S., Koopmans L.V.E., Treu T., Gavazzi R., Moustakas L.A., Wayth R., Schlegel D.J.)"
VizieR,J/A+A/601/A97/table1,40,"Members of Cha I observed by the Gaia-ESO Survey ( Sacco G.G., Spina L., Randich S., et al.)"
HEASARC,rbs,40,ROSAT Bright Survey (Schwope et al. 2000)
VizieR,J/ApJS/228/22/table2,40,"The Korean VLBI Network Calibrator Survey (KVNCS) catalog ( Lee J.A., Sohn B.W., Jung T., Byun D.-Y., Lee J.W.)"
VizieR,J/A+AS/39/379/table3,40,"Source Characteristics for N=1510 sources ( Tabara H., Inoue M.)"
VizieR,J/ApJ/796/64/table1,40,"H{beta} and Ly{alpha} galaxy measurements ( Ciardullo R., Zeimann G.R., Gronwall C., Gebhardt H., Schneider D.P., Hagen A., Malz A.I., Blanc G.A., Hill G.J., Drory N., Gawiser E.)"
VizieR,J/ApJ/866/44/table4,40,"WISE/DEIMOS Redshift Catalog DR2; from erratum published in 2022, ApJ, 927, 240 ( Lake S.E., Wright E.L., Assef R.J., Jarrett T.H., Petty S., Stanford S.A., Stern D., Tsai C.-W.)"
VizieR,J/ApJ/886/124/table5,40,"The KMOS^3D^ galaxy catalog ( Wisnioski E., Schreiber N.M.F., Fossati M., et al.)"
VizieR,J/MNRAS/421/3060/table1,40,"Photometric and (where available) spectroscopic redshifts of all 505 SXDF radio sources ( Simpson C., Rawlings S., Ivison R., Akiyama M., Almaini O., Bradshaw E., Chapman S., Chuter R., Croom S., Dunlop J., Foucaud S., Hartley W.)"
VizieR,J/A+A/449/461/table1,39,"Velocity catalog of 102 spectroscopically measured galaxies ( Boschin W., Girardi M., Spolaor M., Barrena R.)"
VizieR,J/ApJ/769/52/table3,39,"List of known clusters in SDSS LRG beams ( Wong K.C., Zabludoff A.I., Ammons S.M., Keeton C.R., Hogg D.W., Gonzalez A.H.)"
VizieR,J/MNRAS/356/89/sigOri,39,"Results of the {sigma} Ori cluster investigation ( Kenyon M.J., Jeffries R.D., Naylor T., Oliveira J.M., Maxted P.F.L.)"
VizieR,J/MNRAS/409/1455/catalog,39,"Low-redshift galaxies,  line-strengths and stellar population parameters ( Harrison C.D., Colless M., Kuntschner H., Couch W.J., De Propris R., Pracy M.B.)"
VizieR,J/AJ/152/25/table4,39,"UVQS DR1 Active Galactic Nuclei (AGNs) ( Monroe T.R., Xavier Prochaska J., Tejos N., Worseck G., Hennawi J.F., Schmidt T., Tumlinson J., Shen Y.)"
VizieR,J/ApJ/887/5/quasars,39,"Metallicities and physical properties of the absorbers in the COS circumgalactic medium compendium (CCC) (Tables 2 and 5) ( Lehner N., Wotta C.B., Howk J.C., O'Meara J.M., Oppenheimer B.D., Cooksey K.L.)"
VizieR,J/A+A/520/A109/galaxies,39,"Galaxy information and photometric  properties for the whole sample: MS 0451 (Paper III, 2008A&A...488..117K),  MS 1008, MS 2137 and Cl 0413 ( Kutdemir E., Ziegler B.L., Peletier R.F., Da Rocha C., Boehm A., Verdugo M.)"
VizieR,J/ApJ/903/91/table3,38,"Measured properties of a representative of galaxies from each activity group ( Yao H.F.M., Jarrett T.H., Cluver M.E., Marchetti L., Taylor E.N., Santos M.G., Owers M.S., Lopez-Sanchez A.R., Gordon Y.A., Brown M.J.I., Brough S., Phillipps S., Holwerda B.W., Hopkins A.M., Wang L.)"
VizieR,J/MNRAS/439/611/catalog,38,"SDSS-RASS catalog ( Wang L., Yang X., Shen S., Mo H.J., Van Den Bosch F.C., Luo W., Wang Y., Lau E.T., Wang Q.D., Kang X., Li R.)"
VizieR,J/A+AS/114/565/table1,38,"Heliocentric redshifts for galaxies ( Proust D., Mazure A., Vanderriest C., Sodre L. Jr., Capelato H.V.)"
VizieR,J/MNRAS/419/2844/table2,38,"Stellar atmospheric parameters, astrometric, kinematic and dynamic data for the whole sample ( Coskunoglu B., Ak S., Bilir S., Karaali S., Onal O., Yaz E., Gilmore G., Seabroke G.M.)"
VizieR,J/PASJ/70/S10/table4,38,"Spectroscopically identified galaxies and AGNs in our dropout samples ( Ono Y., Ouchi M., Harikane Y., et al.)"
VizieR,J/ApJ/671/1503/table3,38,"Photometric and spectroscopic measurements for all cluster galaxies ( Moran S.M., Ellis R.S., Treu T., Smith G.P., Rich R.M., Smail I.)"
VizieR,J/ApJ/724/L176/table1,38,"Summary of additional galaxy properties in Chen et al. (2010, Cat. J/ApJ/714/1521) ( Chen H.-W., Wild V., Tinker J.L., Gauthier J.-R., Helsby J.E., Shectman S.A., Thompson I.B.)"
VizieR,J/MNRAS/458/3083/table1,38,"Details of the objects observed with the AAOmega ( Shakouri S., Johnston-Hollitt M., Dehghan S.)"
VizieR,J/MNRAS/365/1392/table2,38,"Catalogue of our spectroscopic objects ( Tanaka M., Kodama T., Arimoto N., Tanaka I.)"
VizieR,J/ApJ/562/254/table4,37,"A1750 Velocities ( Donnelly R.H., Forman W., Jones C., Quintana H., Ramirez A., Churazov E., Gilfanov M.)"
VizieR,J/ApJ/901/74/table1,37,"The source list of 85 massive star-forming galaxies (SFGs) ( Tadaki K.-I., Belli S., Burkert A., et al.)"
VizieR,J/ApJ/736/21/bgccat,37,"Catalog of brightest cluster galaxy candidates ( Szabo T., Pierpaoli E., Dong F., Pipino A., Gunn J.)"
VizieR,J/ApJS/172/368/table1,37,"X-Ray Spectral Fit Parameters ( Mainieri V., Hasinger G., Cappelluti N., et al.)"
VizieR,J/A+A/536/A84/table1,37,"XMM-Newton sample ( Vagnetti F., Turriziani S., Trevese D.)"
VizieR,J/ApJ/834/210/table2,37,"Spectroscopic redshift of individual lensed galaxies ( Carrasco M., Barrientos L.F., Anguita T., Garcia-Vergara C., Bayliss M., Gladders M., Gilbank D., Yee H.K.C., West M.)"
VizieR,J/A+AS/112/347/fsgp,36,"List of candidates and their spectroscopic identification: Field SGP ( CRISTIANI S., LA FRANCA F., ANDREANI P., GEMMO A., GOLDSCHMIDT P., MILLER L., VIO R., BARBIERI C., BODINI L., IOVINO A., LAZZARIN M., CLOWES R., MACGILLIVRAY H., GOUIFFES CH., LISSANDRINI C., SAVAGE A.)"
